,Susceptible,Exposed,Infected,Fatalities,Recovered
276,3301.091412450248,277.59644320505686,549.7382494627101,1637.6704579292687,4484.918723602941
277,3295.5110585796465,274.70948914863885,544.6664466841285,1643.1424967690673,4493.846898986175
278,3290.5583525271145,271.8555680909075,539.5802909327309,1648.563739022544,4502.17908453386
279,3286.2178826607123,269.0371795951345,534.4877808427565,1653.9340814366385,4509.920301973475
280,3282.474037305176,266.2566029609429,529.3965312336097,1659.2534988769303,4517.07629904239
281,3279.311043766914,263.5159072259786,524.3137739504879,1664.5220404190104,4523.653503521809
282,3276.713005906688,260.81696053459183,519.2463591179802,1669.7398255655178,4529.6589788176525
283,3274.663943532495,258.16143978869684,514.200755338826,1674.9070403991263,4535.100378557643
284,3273.1478232330214,255.55083993986656,509.18305588697655,1680.0239338554627,4539.985903993712
285,3272.1485854966963,252.98648447417128,504.198988242396,1685.090813865327,4544.324260715504
286,3271.650177331343,250.4695348478546,499.2539170262906,1690.1080437808682,4548.124617227314
287,3271.6365810322663,248.00099948796384,494.3528487933549,1695.0760389559634,4551.39656580105
288,3272.09183263388,245.581744576242,489.5004472355903,1699.9952629866352,4554.150081792259
289,3273.0000492804334,243.212501930752,484.7010376576006,1704.8662245105636,4556.395487107673
290,3274.345446165454,240.89387889747448,479.9586211877555,1709.689473731339,4558.143412634819
291,3276.112357799016,238.62636399651512,475.2768854934761,1714.4655993001268,4559.40476372732
292,3278.285253606266,236.41033613216658,470.65921746044546,1719.1952251293749,4560.190685899822
293,3280.848753131703,234.2460745854974,466.10871118461245,1723.8790075892475,4560.512534439274
294,3283.787639302705,232.133766255216,461.62818149516295,1728.5176325863379,4560.381843295805
295,3287.0868709690017,230.0735123526661,457.2201759025065,1733.1118128818573,4559.810296579257
296,3290.7315944529732,228.06533618507265,452.8869861849164,1737.6622854220057,4558.809700305909
297,3294.7071527306803,226.10918704809802,448.6306635947268,1742.1698088453218,4557.39195660927
298,3298.999096057683,224.20494442521604,444.4530320828129,1746.63516103539,4555.569038135396
299,3303.5931853483285,222.3524323651372,440.3556926657413,1751.0591371403198,4553.352967897954
300,3308.475401792779,220.55141730367217,436.34004244389365,1755.4425472179205,4550.755795174274
301,3313.6319511494326,218.8016161281168,432.4072834891778,1759.786214314487,4547.789576180686
302,3319.049268223552,217.10270126728105,428.558433722927,1764.0909726036123,4544.466355485955
303,3324.7140211631595,215.45430420248852,424.7943396829284,1768.3576654948251,4540.798147327648
304,3330.6131143828743,213.85601988033343,421.1156861834801,1772.5871440601547,4536.796920188068
305,3336.733690274054,212.3074111228377,417.52300560381394,1776.7802655765852,4532.474582842498
306,3343.063131811902,210.8080120367362,414.0166900443829,1780.937891811573,4527.842967900303
307,3349.5890633421136,209.35733105250577,410.596999531949,1785.0608878592573,4522.913820937639
308,3356.2993513625706,207.9548542960236,407.2640716641092,1789.1501207989766,4517.6987880407505
309,3363.182104561886,206.6000489767461,404.01793117104836,1793.2064584041516,4512.209404108473
310,3370.225673437927,205.2923657677065,400.8584981427498,1797.2307681050231,4506.457083663767
311,3377.4186500032906,204.0312400883755,397.7855923760856,1801.2239164422433,4500.453116064738
312,3384.7498665831035,202.81609632349344,394.7989480327409,1805.186767246158,4494.208649650964
313,3392.208394605374,201.6463483238187,391.8982152978637,1809.1201814898568,4487.734690940965
314,3399.7835431788,200.5214018244913,389.0829687985778,1813.0250162849254,4481.042096222055
315,3407.464856576148,199.44065662961597,386.35271593818925,1816.9021239636247,4474.141564466575
316,3415.242113325175,198.40350707678775,383.70689924556825,1820.7523518436235,4467.043635662562
317,3423.1053230521266,197.4093443105224,381.1449058663818,1824.576541216291,4459.758683218066
318,3431.0447243039453,196.45755710060448,378.6660708819774,1828.375527042472,4452.296912306505
319,3439.0507828813015,195.5475330258725,376.26968227304076,1832.150137424471,4444.668355914617
320,3447.1141887965064,194.67865881906664,373.9549853713386,1835.9011932655533,4436.882873429341
321,3455.2258522921134,193.8503223764401,371.7211922382966,1839.6295073309172,4428.950144171088
322,3463.3769020739196,193.061913300535,369.56748122259665,1843.3358843308822,4420.879668977643
323,3471.5586829225545,192.31282296329505,367.49299651771213,1847.0211210735831,4412.680772819931
324,3479.7627518747304,191.60244617539206,365.496858794949,1850.6860054081092,4404.36259737634
325,3487.9808760324504,190.93018046632363,363.57816501202757,1854.331316388727,4395.934103971427
326,3496.20502948379,190.2954271706324,361.73599340787865,1857.957823825845,4387.404071023954
327,3504.4273906113103,189.69758988938622,359.969405743054,1861.5662882988624,4378.781096024785
328,3512.6403389103407,189.136076191705,358.27745075812214,1865.1574607996504,4370.073593916046
329,3520.836452286659,188.61029902842122,356.65916229001886,1868.7320829027826,4361.289800094015
330,3529.008502509252,188.1196766403258,355.1135654089642,1872.2908863505625,4352.437769327627
331,3537.1494544577317,187.66363205395388,353.6396755175669,1875.8345931978747,4343.52537777173
332,3545.2524630039343,187.24159155373775,352.23650312428,1879.3639155807298,4334.560323072562
333,3553.3108702241743,186.8529855859576,350.90305450377156,1882.8795556781815,4325.550125630153
334,3561.3182019680175,186.4972503446889,349.63833123823576,1886.3822057489092,4316.50213086678
335,3569.268165778571,186.17382634391777,348.44133287189453,1889.872548050318,4307.423510161914
336,3577.154648324403,185.88215820382598,347.3110580933326,1893.3512548202766,4298.32126247096
337,3584.9717128698326,185.62169498873442,346.2465051616228,1896.8189882859797,4289.202216082984
338,3592.713596849473,185.39188988782564,345.24667290463447,1900.2764006605273,4280.073030371589
339,3600.3747095691124,185.1921999892733,344.3105614639706,1903.7241341503945,4270.94019756848
340,3607.9496300099554,185.02208606655168,343.43717288528194,1907.1628209706084,4261.810044568389
341,3615.433104467317,184.8810124152771,342.6255115674291,1910.5930833698599,4252.688734980335
342,3622.8200445835014,184.7684465826728,341.8745846559851,1914.0155336547052,4243.582270948515
343,3630.1055252313313,184.6838590976795,341.1834023667533,1917.4307742201188,4234.496495185639
344,3637.2847831459435,184.6267232768181,340.5509781442014,1920.839397572176,4225.4370923548595
345,3644.3532141821656,184.59651482360422,339.9763289403757,1924.2419863753587,4216.409591888185
346,3651.3063721058825,184.59271162176785,339.45847518713737,1927.6391134802416,4207.419369402695
347,3658.1399670538453,184.6147934794655,338.99644084001363,1931.0313419546044,4198.471648422431
348,3664.849863477073,184.66224175787778,338.58925334513975,1934.4192251284699,4189.571502795647
