,Susceptible,Exposed,Infected,Fatalities,Recovered
308,3201.656223130012,199.73177708968717,375.49487068141514,2442.9135344738716,4045.539841608207
309,3205.5097029026037,198.18879477015065,372.21857757083296,2448.521299053251,4041.6798732637476
310,3209.5826168022513,196.6887251343816,369.0114352407823,2454.0804371719614,4037.5365536281806
311,3213.863873226802,195.23128392825757,365.87399941903686,2459.591990303133,4033.1196661196823
312,3218.3425696073627,193.81615686763772,362.80670828120583,2465.0570074860575,4028.4389450351905
313,3223.0079946620103,192.44300270842626,359.8098899246298,2470.4765435879895,4023.504064490213
314,3227.849630287239,191.11145651622078,356.88377068210025,2475.8516574447913,4018.3246268027665
315,3232.8571524274175,189.8211319021437,354.0284812855122,2481.1834105553066,4012.9101545298204
316,3238.0204316996364,188.5716231181118,351.2440624709057,2486.4728658990675,4007.2700833242534
317,3243.329534098967,187.36250808885208,348.53047318771564,2491.7210862279576,4001.4137516964934
318,3248.7747210155258,186.19334891870673,345.88759266998034,2496.9291336811875,3995.3503988045018
319,3254.3464488269155,185.06369540117745,343.3152322517385,2502.098067556244,3989.089151765774
320,3260.0353701006516,183.97308791275464,340.8131418757747,2507.2289428357685,3982.639016525056
321,3265.832328525227,182.92105523597476,338.3810041646175,2512.3228118064935,3976.0088894120054
322,3271.7283614518556,181.9071195136206,336.0184488947572,2517.3807209823785,3969.207538247196
323,3277.7146973373597,180.93079606468135,333.7250541950259,2522.4037111314383,3962.243603859183
324,3283.7827552772555,179.99159544549755,331.50035239219,2527.392816159318,3955.125593761297
325,3289.924142774422,179.089022961443,329.34383391746064,2532.349062753712,3947.8618813214202
326,3296.130654434578,178.22258048151875,327.254952689072,2537.27346942191,3940.4607008323856
327,3302.3942708312693,177.39176720101779,325.2331244996256,2542.167046709757,3932.930149278407
328,3308.7071536891176,176.5960826923353,323.2777376168334,2547.0307955432145,3925.2781791608318
329,3315.061647031493,175.8350253823259,321.38814960385076,2551.865707821334,3917.5126014593734
330,3321.4502735585315,175.10809395043623,319.56369293257956,2556.6727656343432,3909.6410830262103
331,3327.8657335382454,174.41478637489357,317.8036793886279,2561.452940792839,3901.6711447153234
332,3334.300901983181,173.75460199900746,316.10740077770754,2566.2071946391234,3893.6101616228725
333,3340.748826614521,173.1270420676735,314.47413095848754,2570.9364778020354,3885.465362799861
334,3347.202725215939,172.53160990161226,312.90312899742077,2575.6417298653646,3877.243830902135
335,3353.6559838948288,171.96781080142958,311.39364103507495,2580.3238792032316,3868.952502324303
336,3360.102155120515,171.43515239371428,309.94490187558563,2584.983842815115,3860.5981673919196
337,3366.5349546486073,170.93314519865046,308.5561370817844,2589.6225261199884,3852.1874709817644
338,3372.9482598212994,170.4613026630467,307.2265641380785,2594.2408228728077,3843.726913110057
339,3379.336107366051,170.0191412147473,305.9553940207615,2598.839615043753,3835.2228496309967
340,3385.692691284958,169.6061803378875,304.7418325047148,2603.419772726935,3826.681493057863
341,3392.012360450133,169.2219427063693,303.58508138889107,2607.9821540663092,3818.1089136840806
342,3398.289616567734,168.86595420307486,302.48433946229864,2612.5276052102367,3809.5110406805825
343,3404.5191110597248,168.53774392689107,301.4388038510352,2617.056960260675,3800.8936639126036
344,3410.695646259837,168.23684418510035,300.4476694879697,2621.5710412948274,3792.262433259312
345,3416.8141717314393,167.96279032542503,299.510130624337,2626.070658324502,3783.6228609951777
346,3422.869778627193,167.7151205722838,298.62538318456245,2630.556609223963,3774.980325314767
347,3428.8577057872885,167.49337618839,297.79262203994307,2635.0296798302643,3766.3400666952875
348,3434.7733283014586,167.29710090247238,297.01104487939443,2639.490643918405,3757.7071960681264
349,3440.6121652811157,167.12584134108715,296.2798497024262,2643.9402631999405,3749.0866891183973
350,3446.3698701567105,166.97914658538983,295.5982368763987,2648.379287423673,3740.4833942793284
351,3452.042234258458,166.85656832460296,294.96540848960257,2652.808454328125,3731.902029690093
352,3457.625183565883,166.75766033820395,294.3805688446564,2657.228489709464,3723.3471864052767
353,3463.1147753277396,166.6819781878322,293.8429250594137,2661.640107474098,3714.823331431958
354,3468.507202001726,166.62907958008245,293.35168635536246,2666.04400957615,3706.334804198532
355,3473.79878269164,166.59852296767713,292.90606527440474,2670.440886196655,3697.885825127183
356,3478.9859661785454,166.58986862028243,292.5052764736392,2674.8314157136188,3689.4804927646583
357,3484.0653297193794,166.60267848406687,292.1485366500474,2679.216264739689,3681.1227851628214
358,3489.033576421743,166.63651500931365,291.83506532269865,2683.5960881625006,3672.816562856235
359,3493.8875349207287,166.6909412957283,291.5640844500655,2687.9715291693356,3664.565569398454
360,3498.6241581348354,166.7655208560075,291.33481831252743,2692.343219285559,3656.373432922869
361,3503.2405218361296,166.8598176793224,291.1464929663104,2696.71177843081,3648.2436680004057
362,3507.7338241415746,166.97339587205778,290.9983363311927,2701.0778149252615,3640.1796764142264
363,3512.1013844350196,167.10581936934835,290.8895780217889,2705.441925519559,3632.184748666289
364,3516.340642344751,167.25665167722667,290.81944907998303,2709.8046954210554,3624.2620655003666
